,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,elevation
320,Feature,ci39019711,0.81,"5km N of Mojave, CA",1577875336210,1577903577251,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019711&format=geojson,,,,,reviewed,0,10,ci,39019711,",ci39019711,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",8.0,0.1453,0.13,84.0,ml,earthquake,"M 0.8 - 5km N of Mojave, CA",Point,"[-118.1808333, 35.0978333, 9.89]",991
321,Feature,ak0201tqba8,2.1,"3km ESE of Big Lake, Alaska",1577875227907,1578698283735,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201tqba8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201tqba8&format=geojson,,,,,reviewed,0,68,ak,0201tqba8,",ak0201tqba8,",",ak,",",geoserve,origin,phase-data,",,,0.52,,ml,earthquake,"M 2.1 - 3km ESE of Big Lake, Alaska",Point,"[-149.8981, 61.5038, 35.9]",71
322,Feature,ci39019703,3.16,"11km ENE of North Tustin, CA",1577875115620,1583093821681,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019703&format=geojson,741.0,4.0,4.04,,reviewed,0,450,ci,39019703,",ci39019703,us70006t4b,",",ci,us,",",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,shakemap,",153.0,0.05963,0.22,21.0,ml,earthquake,"M 3.2 - 11km ENE of North Tustin, CA",Point,"[-117.6896667, 33.8113333, 9.79]",409
323,Feature,ak0201tpecc,1.6,"7km NNE of Sutton-Alpine, Alaska",1577874960810,1578698282522,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201tpecc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201tpecc&format=geojson,,,,,reviewed,0,39,ak,0201tpecc,",ak0201tpecc,",",ak,",",geoserve,origin,phase-data,",,,0.76,,ml,earthquake,"M 1.6 - 7km NNE of Sutton-Alpine, Alaska",Point,"[-148.7979, 61.8575, 9.6]",963
324,Feature,hv71312677,1.67,"59km SSE of Pahala, Hawaii",1577874859790,1582166970690,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71312677,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71312677&format=geojson,,,,,reviewed,0,43,hv,71312677,",hv71312677,us70006t4a,",",hv,us,",",geoserve,origin,phase-data,",36.0,0.3785,0.11,298.0,md,earthquake,"M 1.7 - 59km SSE of Pahala, Hawaii",Point,"[-155.2315, 18.8445, 9.07]",174
325,Feature,pr2020001156,2.08,"12km S of Guanica, Puerto Rico",1577874790230,1578187359477,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001156&format=geojson,,,,,reviewed,0,67,pr,2020001156,",pr2020001156,",",pr,",",geoserve,origin,phase-data,",3.0,0.1785,0.09,336.0,md,earthquake,"M 2.1 - 12km S of Guanica, Puerto Rico",Point,"[-66.9076, 17.8546, 8]",0
326,Feature,pr2020001155,2.48,"74km N of Isabela, Puerto Rico",1577874580490,1578187346349,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001155,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001155&format=geojson,,,,,reviewed,0,95,pr,2020001155,",pr2020001155,",",pr,",",geoserve,origin,phase-data,",3.0,0.6958,0.15,358.0,md,earthquake,"M 2.5 - 74km N of Isabela, Puerto Rico",Point,"[-67.1446, 19.1625, 25]",1
327,Feature,us70006t71,4.0,"215km SSE of Amatignak Island, Alaska",1577874531333,1580377630040,-720,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t71,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t71&format=geojson,,,,,reviewed,0,246,us,70006t71,",ak0201tnsph,us70006t71,",",ak,us,",",geoserve,origin,phase-data,",,2.11,0.95,221.0,mb,earthquake,"M 4.0 - 215km SSE of Amatignak Island, Alaska",Point,"[-177.5342, 49.6097, 10]",-1
328,Feature,pr2020001150,1.63,"9km SSE of Guanica, Puerto Rico",1577874301830,1578163504782,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001150,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001150&format=geojson,,,,,reviewed,0,41,pr,2020001150,",pr2020001150,",",pr,",",geoserve,origin,phase-data,",4.0,0.089,0.02,298.0,md,earthquake,"M 1.6 - 9km SSE of Guanica, Puerto Rico",Point,"[-66.8792, 17.8861, 6]",0
329,Feature,nn00714345,0.1,"62km W of Alamo, Nevada",1577874279290,1578090090371,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714345,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714345&format=geojson,,,,,reviewed,0,0,nn,00714345,",nn00714345,",",nn,",",geoserve,origin,phase-data,",13.0,0.142,0.0761,307.83,ml,earthquake,"M 0.1 - 62km W of Alamo, Nevada",Point,"[-115.864, 37.286, 12.2]",1447
330,Feature,pr2020001148,2.58,"74km NW of San Antonio, Puerto Rico",1577874218310,1578163273246,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001148,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001148&format=geojson,,,,,reviewed,0,102,pr,2020001148,",pr2020001148,",",pr,",",geoserve,origin,phase-data,",5.0,0.6927,0.61,339.0,md,earthquake,"M 2.6 - 74km NW of San Antonio, Puerto Rico",Point,"[-67.4988, 19.0416, 10]",1
331,Feature,pr2020001147,3.06,"93km NW of San Antonio, Puerto Rico",1577874138880,1578163252271,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001147&format=geojson,,,,,reviewed,0,144,pr,2020001147,",pr2020001147,",",pr,",",geoserve,origin,phase-data,",6.0,0.8729,0.86,328.0,md,earthquake,"M 3.1 - 93km NW of San Antonio, Puerto Rico",Point,"[-67.6161, 19.1796, 63]",0
332,Feature,pr2020001151,3.51,"89km S of Boca de Yuma, Dominican Republic",1577874029580,1578167068225,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001151&format=geojson,,,,,reviewed,0,190,pr,2020001151,",pr2020001151,",",pr,",",geoserve,origin,phase-data,",5.0,2.0843,0.1,350.0,md,earthquake,"M 3.5 - 89km S of Boca de Yuma, Dominican Republic",Point,"[-68.6895, 17.5733, 49]",1
333,Feature,pr2020001146,2.86,"71km NNW of San Antonio, Puerto Rico",1577873957330,1578163233926,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001146&format=geojson,,,,,reviewed,0,126,pr,2020001146,",pr2020001146,",",pr,",",geoserve,origin,phase-data,",6.0,0.6737,0.68,322.0,md,earthquake,"M 2.9 - 71km NNW of San Antonio, Puerto Rico",Point,"[-67.4761, 19.0338, 11]",1
334,Feature,ak0201tlroo,1.2,"61km S of Deltana, Alaska",1577873946965,1578698449478,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201tlroo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201tlroo&format=geojson,,,,,reviewed,0,22,ak,0201tlroo,",ak0201tlroo,",",ak,",",geoserve,origin,phase-data,",,,0.51,,ml,earthquake,"M 1.2 - 61km S of Deltana, Alaska",Point,"[-145.1291, 63.318, 4.2]",1469
335,Feature,ak0201tk44r,2.7,"59km S of Deltana, Alaska",1577873495413,1580376396040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201tk44r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201tk44r&format=geojson,,,,,reviewed,0,112,ak,0201tk44r,",ak0201tk44r,us70006t48,",",ak,us,",",geoserve,origin,phase-data,",,,0.49,,ml,earthquake,"M 2.7 - 59km S of Deltana, Alaska",Point,"[-145.1169, 63.3218, 4.6]",1463
336,Feature,ci39019679,1.32,"23km ESE of Little Lake, CA",1577873444780,1577903608755,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019679&format=geojson,,,,,reviewed,0,27,ci,39019679,",ci39019679,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",24.0,0.07166,0.18,45.0,ml,earthquake,"M 1.3 - 23km ESE of Little Lake, CA",Point,"[-117.6788333, 35.8435, 2.4]",1405
337,Feature,nc73322131,0.76,"25km SW of Toms Place, CA",1577873254570,1578003903435,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322131&format=geojson,,,,,reviewed,0,9,nc,73322131,",nc73322131,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",19.0,0.1837,0.03,159.0,md,earthquake,"M 0.8 - 25km SW of Toms Place, CA",Point,"[-118.8936667, 37.4133333, -0.3]",2609
338,Feature,pr2020001145,3.15,"110km NE of Punta Cana, Dominican Republic",1577873195190,1578163211438,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001145,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001145&format=geojson,,,,,reviewed,0,153,pr,2020001145,",pr2020001145,",",pr,",",geoserve,origin,phase-data,",7.0,0.9817,0.41,341.0,md,earthquake,"M 3.2 - 110km NE of Punta Cana, Dominican Republic",Point,"[-67.7126, 19.3381, 39]",1
339,Feature,ci39019671,0.95,"23km ESE of Little Lake, CA",1577873114760,1577903617796,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019671&format=geojson,,,,,reviewed,0,14,ci,39019671,",ci39019671,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.07103,0.2,92.0,ml,earthquake,"M 1.0 - 23km ESE of Little Lake, CA",Point,"[-117.668, 35.8578333, 2.73]",1410
340,Feature,pr2020001144,2.59,"92km N of Isabela, Puerto Rico",1577872932990,1578163189646,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001144&format=geojson,,,,,reviewed,0,103,pr,2020001144,",pr2020001144,",",pr,",",geoserve,origin,phase-data,",3.0,1.1661,0.13,357.0,md,earthquake,"M 2.6 - 92km N of Isabela, Puerto Rico",Point,"[-67.011, 19.3395, 46]",1
341,Feature,pr2020001142,2.45,"11km SSE of Maria Antonia, Puerto Rico",1577872769920,1578163167887,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001142&format=geojson,,,,,reviewed,0,92,pr,2020001142,",pr2020001142,",",pr,",",geoserve,origin,phase-data,",12.0,0.0991,0.22,223.0,md,earthquake,"M 2.5 - 11km SSE of Maria Antonia, Puerto Rico",Point,"[-66.8363, 17.8858, 7]",0
342,Feature,pr20200011153,2.63,"75km NW of San Antonio, Puerto Rico",1577872716270,1578173046745,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr20200011153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr20200011153&format=geojson,,,,,reviewed,0,106,pr,20200011153,",pr20200011153,",",pr,",",geoserve,origin,phase-data,",3.0,0.5626,0.29,329.0,md,earthquake,"M 2.6 - 75km NW of San Antonio, Puerto Rico",Point,"[-67.6616, 18.9166, 10]",0
343,Feature,pr20200011152,2.6,"91km NNW of San Antonio, Puerto Rico",1577872715930,1578173031609,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr20200011152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr20200011152&format=geojson,,,,,reviewed,0,104,pr,20200011152,",pr20200011152,",",pr,",",geoserve,origin,phase-data,",4.0,1.2704,0.21,328.0,md,earthquake,"M 2.6 - 91km NNW of San Antonio, Puerto Rico",Point,"[-67.5678, 19.1913, 10]",0
344,Feature,ci39019663,0.77,"3km SE of Lake Henshaw, CA",1577872525250,1577903689460,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019663&format=geojson,,,,,reviewed,0,9,ci,39019663,",ci39019663,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",33.0,0.02248,0.19,46.0,ml,earthquake,"M 0.8 - 3km SE of Lake Henshaw, CA",Point,"[-116.7368333, 33.223, 10.92]",1034
345,Feature,ak0201t7oe1,1.0,"70km WSW of Willow, Alaska",1577872418510,1578705668928,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201t7oe1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201t7oe1&format=geojson,,,,,reviewed,0,15,ak,0201t7oe1,",ak0201t7oe1,",",ak,",",geoserve,origin,phase-data,",,,0.51,,ml,earthquake,"M 1.0 - 70km WSW of Willow, Alaska",Point,"[-151.3167, 61.5839, 3.9]",459
346,Feature,ci39019655,1.0,"20km E of Little Lake, CA",1577871675030,1577871888705,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019655&format=geojson,,,,,automatic,0,15,ci,39019655,",ci39019655,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",16.0,0.05228,0.14,49.0,ml,earthquake,"M 1.0 - 20km E of Little Lake, CA",Point,"[-117.6928333, 35.9085, 5.84]",1475
347,Feature,pr2020001154,2.84,"89km NE of Punta Cana, Dominican Republic",1577871411580,1578173010905,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001154,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001154&format=geojson,,,,,reviewed,0,124,pr,2020001154,",pr2020001154,",",pr,",",geoserve,origin,phase-data,",3.0,0.9619,0.16,339.0,md,earthquake,"M 2.8 - 89km NE of Punta Cana, Dominican Republic",Point,"[-67.7958, 19.1433, 29]",0
348,Feature,pr2020001149,2.47,"94km NW of San Antonio, Puerto Rico",1577871342950,1578172989249,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001149,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001149&format=geojson,,,,,reviewed,0,94,pr,2020001149,",pr2020001149,",",pr,",",geoserve,origin,phase-data,",6.0,0.883,0.49,328.0,md,earthquake,"M 2.5 - 94km NW of San Antonio, Puerto Rico",Point,"[-67.6015, 19.2018, 41]",0
349,Feature,ak0201t3dxr,1.6,"63km W of Talkeetna, Alaska",1577871210856,1578698279066,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201t3dxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201t3dxr&format=geojson,,,,,reviewed,0,39,ak,0201t3dxr,",ak0201t3dxr,",",ak,",",geoserve,origin,phase-data,",,,0.49,,ml,earthquake,"M 1.6 - 63km W of Talkeetna, Alaska",Point,"[-151.3325, 62.3314, 13.8]",419
350,Feature,nn00714387,0.4,"4km W of Tahoe Vista, California",1577870946237,1577930868293,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714387&format=geojson,,,,,reviewed,0,2,nn,00714387,",nn00714387,",",nn,",",geoserve,origin,phase-data,",4.0,0.035,0.1135,100.17,ml,earthquake,"M 0.4 - 4km W of Tahoe Vista, California",Point,"[-120.1053, 39.2384, 7.1]",1982
351,Feature,pr2020001143,2.8,"91km NE of Punta Cana, Dominican Republic",1577870761580,1578172962650,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001143&format=geojson,,,,,reviewed,0,121,pr,2020001143,",pr2020001143,",",pr,",",geoserve,origin,phase-data,",12.0,0.8336,0.47,327.0,md,earthquake,"M 2.8 - 91km NE of Punta Cana, Dominican Republic",Point,"[-67.7815, 19.1613, 30]",0
352,Feature,pr2020001139,2.64,"100km NNW of San Antonio, Puerto Rico",1577870663060,1578172939481,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001139,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001139&format=geojson,,,,,reviewed,0,107,pr,2020001139,",pr2020001139,",",pr,",",geoserve,origin,phase-data,",6.0,0.931,0.57,329.0,md,earthquake,"M 2.6 - 100km NNW of San Antonio, Puerto Rico",Point,"[-67.6065, 19.2558, 10]",0
353,Feature,pr2020001137,1.9,"13km S of Ponce, Puerto Rico",1577870521440,1578172906857,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001137&format=geojson,,,,,reviewed,0,56,pr,2020001137,",pr2020001137,",",pr,",",geoserve,origin,phase-data,",4.0,0.1514,0.15,211.0,md,earthquake,"M 1.9 - 13km S of Ponce, Puerto Rico",Point,"[-66.5926, 17.892, 9]",6
354,Feature,ci39019647,0.52,"3km SE of Lake Henshaw, CA",1577870429550,1577903647799,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019647&format=geojson,,,,,reviewed,0,4,ci,39019647,",ci39019647,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",18.0,0.02218,0.16,55.0,ml,earthquake,"M 0.5 - 3km SE of Lake Henshaw, CA",Point,"[-116.7363333, 33.2241667, 11.29]",1036
355,Feature,pr2020001141,3.02,"99km NW of San Antonio, Puerto Rico",1577870092680,1578143698655,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001141&format=geojson,,,,,reviewed,0,140,pr,2020001141,",pr2020001141,",",pr,",",geoserve,origin,phase-data,",5.0,0.9244,0.31,339.0,md,earthquake,"M 3.0 - 99km NW of San Antonio, Puerto Rico",Point,"[-67.6546, 19.2153, 43]",0
356,Feature,ci39019639,0.5,"18km ESE of Anza, CA",1577869999380,1577903682805,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019639,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019639&format=geojson,,,,,reviewed,0,4,ci,39019639,",ci39019639,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",21.0,0.08245,0.15,57.0,ml,earthquake,"M 0.5 - 18km ESE of Anza, CA",Point,"[-116.5058333, 33.477, 13.9]",1056
357,Feature,pr2020001140,3.17,"76km NE of Punta Cana, Dominican Republic",1577869946440,1580292248040,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001140,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001140&format=geojson,,,,,reviewed,0,155,pr,2020001140,",pr2020001140,us70006uny,",",pr,us,",",geoserve,origin,phase-data,",14.0,0.9552,0.36,331.0,md,earthquake,"M 3.2 - 76km NE of Punta Cana, Dominican Republic",Point,"[-68.0741, 19.1318, 37]",1
358,Feature,pr2020001138,1.95,"7km SSE of Maria Antonia, Puerto Rico",1577869824250,1578143621919,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001138,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001138&format=geojson,,,,,reviewed,0,58,pr,2020001138,",pr2020001138,",",pr,",",geoserve,origin,phase-data,",6.0,0.0633,0.2,224.0,md,earthquake,"M 2.0 - 7km SSE of Maria Antonia, Puerto Rico",Point,"[-66.8506, 17.9186, 8]",0
359,Feature,ak0201sxu3u,1.9,"34km S of Redoubt Volcano, Alaska",1577869660398,1578698277958,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201sxu3u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201sxu3u&format=geojson,,,,,reviewed,0,56,ak,0201sxu3u,",ak0201sxu3u,",",ak,",",geoserve,origin,phase-data,",,,0.3,,ml,earthquake,"M 1.9 - 34km S of Redoubt Volcano, Alaska",Point,"[-152.6834, 60.1795, 106.8]",77
360,Feature,pr2020001006,2.81,"15km SSE of Guanica, Puerto Rico",1577869513930,1580291603040,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001006&format=geojson,,,,,reviewed,0,121,pr,2020001006,",pr2020001006,us70006t3z,",",pr,us,",",geoserve,origin,phase-data,",14.0,0.0718,0.15,215.0,md,earthquake,"M 2.8 - 15km SSE of Guanica, Puerto Rico",Point,"[-66.863, 17.9051, 5]",0
361,Feature,ci39019631,0.97,"14km ENE of Ridgecrest, CA",1577869460410,1577869679571,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019631&format=geojson,,,,,automatic,0,14,ci,39019631,",ci39019631,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.05929,0.14,124.0,ml,earthquake,"M 1.0 - 14km ENE of Ridgecrest, CA",Point,"[-117.5306667, 35.6725, 6.8]",1132
362,Feature,pr2020001136,2.86,"82km NE of Punta Cana, Dominican Republic",1577869309640,1578143586999,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001136&format=geojson,,,,,reviewed,0,126,pr,2020001136,",pr2020001136,",",pr,",",geoserve,origin,phase-data,",6.0,0.8405,0.46,333.0,md,earthquake,"M 2.9 - 82km NE of Punta Cana, Dominican Republic",Point,"[-67.87, 19.1286, 30]",1
363,Feature,hv71312592,1.93,"8km WSW of Volcano, Hawaii",1577869281560,1577869479160,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71312592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71312592&format=geojson,,,,,automatic,0,57,hv,71312592,",hv71312592,",",hv,",",geoserve,origin,phase-data,",13.0,0.011,0.27,279.0,md,earthquake,"M 1.9 - 8km WSW of Volcano, Hawaii",Point,"[-155.3116608, 19.4066658, 2.64]",714
364,Feature,pr2020001135,2.7,"92km N of San Antonio, Puerto Rico",1577869136780,1578143563648,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001135,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001135&format=geojson,,,,,reviewed,0,112,pr,2020001135,",pr2020001135,",",pr,",",geoserve,origin,phase-data,",3.0,1.1554,0.24,358.0,md,earthquake,"M 2.7 - 92km N of San Antonio, Puerto Rico",Point,"[-67.1881, 19.3266, 30]",1
365,Feature,ci39019623,0.91,"12km SSW of Searles Valley, CA",1577869036390,1577903697807,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019623&format=geojson,,,,,reviewed,0,13,ci,39019623,",ci39019623,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.08001,0.17,141.0,ml,earthquake,"M 0.9 - 12km SSW of Searles Valley, CA",Point,"[-117.475, 35.6785, 8.05]",1095
366,Feature,ak0201smhoa,2.6,"88km ESE of Old Iliamna, Alaska",1577868888535,1581603925040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201smhoa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201smhoa&format=geojson,,,,,reviewed,0,104,ak,0201smhoa,",ak0201smhoa,us70006t3l,",",ak,us,",",geoserve,origin,phase-data,",,,0.29,,ml,earthquake,"M 2.6 - 88km ESE of Old Iliamna, Alaska",Point,"[-153.5605, 59.3896, 111.7]",52
367,Feature,pr2020001134,2.63,"84km N of Isabela, Puerto Rico",1577868786790,1578143512431,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001134,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001134&format=geojson,,,,,reviewed,0,106,pr,2020001134,",pr2020001134,",",pr,",",geoserve,origin,phase-data,",3.0,0.7894,0.23,357.0,md,earthquake,"M 2.6 - 84km N of Isabela, Puerto Rico",Point,"[-67.1656, 19.255, 23]",2
368,Feature,pr2020001133,2.94,"102km NE of Punta Cana, Dominican Republic",1577868653270,1578143449888,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001133,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001133&format=geojson,,,,,reviewed,0,133,pr,2020001133,",pr2020001133,",",pr,",",geoserve,origin,phase-data,",3.0,1.043,0.3,332.0,md,earthquake,"M 2.9 - 102km NE of Punta Cana, Dominican Republic",Point,"[-67.7665, 19.279, 40]",0
369,Feature,pr2020001131,3.02,"89km NE of Punta Cana, Dominican Republic",1577868571440,1578143414616,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001131&format=geojson,,,,,reviewed,0,140,pr,2020001131,",pr2020001131,",",pr,",",geoserve,origin,phase-data,",9.0,0.9705,0.38,325.0,md,earthquake,"M 3.0 - 89km NE of Punta Cana, Dominican Republic",Point,"[-67.9223, 19.248, 28]",1
370,Feature,pr2020001130,3.16,"66km NE of Punta Cana, Dominican Republic",1577868449640,1581604082040,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001130,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001130&format=geojson,,,,,reviewed,0,154,pr,2020001130,",pr2020001130,us70006um8,",",pr,us,",",geoserve,origin,phase-data,",8.0,0.9957,0.42,331.0,md,earthquake,"M 3.2 - 66km NE of Punta Cana, Dominican Republic",Point,"[-68.0716, 19.1848, 28]",1
371,Feature,nc73322126,0.09,"7km ENE of Mammoth Lakes, CA",1577868347640,1577998625622,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322126&format=geojson,,,,,reviewed,0,0,nc,73322126,",nc73322126,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",7.0,0.05121,0.06,232.0,md,earthquake,"M 0.1 - 7km ENE of Mammoth Lakes, CA",Point,"[-118.9043333, 37.6626667, 2.17]",2211
372,Feature,pr2020001132,2.95,"86km N of Isabela, Puerto Rico",1577868333400,1578132644407,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001132&format=geojson,,,,,reviewed,0,134,pr,2020001132,",pr2020001132,",",pr,",",geoserve,origin,phase-data,",3.0,1.1036,0.18,357.0,md,earthquake,"M 3.0 - 86km N of Isabela, Puerto Rico",Point,"[-67.145, 19.2778, 39]",1
373,Feature,pr2020001129,2.93,"96km NE of Punta Cana, Dominican Republic",1577868062660,1578132593191,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001129,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001129&format=geojson,,,,,reviewed,0,132,pr,2020001129,",pr2020001129,",",pr,",",geoserve,origin,phase-data,",3.0,1.2253,0.18,344.0,md,earthquake,"M 2.9 - 96km NE of Punta Cana, Dominican Republic",Point,"[-67.7586, 19.1998, 30]",0
